material anatomical entity that has inherent 3d shape and is generated by coordinated expression of the organism's own genome .
an amino - acid anion that has formula ch2no2 .
a surface protein expressed in the of the ookinete which interacts with calreticulin on the midgut apical surface of the malaria vector .
a ookinete surface protein which interacts with laminin gamma1 present in mosquito midgut basal lamina .
a soluble protein that is expressed and secreted by ookinetes via micronemes .
a transmembrane protein expressed in ookinete micronemes .
a micronemal ,  ookinete ,  small secreted soluble protein which forms high molecular mass complexes via disulphide bonds .
a protein with the ability to hydrolyze chitin .
a micronemal protein .
a protein expressed in ookinetes required to cross the layer between blood meal and the midgut epithelium .
a single molecule with a guanylate cyclase domain and n - terminal p - type atpase like domain .
a micronemal protein with a membrane attack complex and perforin - related domain .
a protein found on mosquito salivary glands and on midgut microvilli .
a secreted protein expressed in ookinete stage forming protein aggregates that are often associated with the actin cytoskeleton .
a transmembrane protein present on the parasite surface and in the micronemes .
a protein expressed in oocyst  -  derived and salivary gland associated sporozoites .
a gpi anchored protein covering uniformly the external surface of sporozoites .
a sporozoite specific transmembrane protein .
a phospholipase localized in the surface of sporozoites .
a human protein expressed in the surface of red blood cells .
a protein possibly playing a role in sporozoite invasion .
a micronemal protein .
a sporozoite liver stage protein .
a plasmodium falciparum liver stage specific protein found to encode tandem 17 amino acid repeats .
a highly conserved 200 kda protein expressed in mosquito and liver stage parasites .
a protein expressed in sporozoite and liver stage of parasites .
a protein produced in sporozoites localized in a mosquito salivary gland or in the liver infective sporozoite .
a single transmembrane like protein .
a protein expressed in several stages of the plasmodium life cycle containing an altered thrombospondin repeat .
a protein expressed during the parasite's sexual and asexual stages .
a 25 kda protein which shows affinity to human red blood cells .
a 60 kda protein located at the merozoite apical region and erythrocyte .
a serine protease present in blood stage merozoites localized to the apical end .
a rhoptric protease ,  highly specific able to cleave diverse adhesins .
a specific rhoptric protease able to cleave diverse adhesins .
a subtilisin like serine protease discharged from exonemes into parasitoforous vacuole space .
an integral membrane subtilisin like protease stored in micronemes .
an active enzyme involved in heamoglobin degradation .
a specific protein of a vector .
a merozoite surface protein consisting of a charged ,  225 - residue - long n - terminal region and eleven 50 - residue - long repeat sequences that binds to the rbc surface .
a protease expressed in merozoites as a protomer that is subsequently processed into four fragments .
a merozoite protein containing six - cystein motifs .
a merozoite protein containing six - cystein motifs .
a merozoite protein containing six - cystein motifs .
a merozoite protein containing six - cystein motifs .
a merozoite protein containing six - cystein motifs .
an 175 kda protein localized in micronemes .
a protein expressed in late schizogony localized in micronemes .
a 181 kda protein expressed in the late schizont stage and located in the micronemes .
a protein expressed in the late schizont stage and located in the micronemes .
a rhoptry protein .
a 370 kda protein located in rhoptries of merozoites .
a 350 kda protein located in rhoptries .
a 220 kda transmembrane merozoite protein .
a rhoptry protein present during asexual blood stage parasite development .
a merozoite rhoptry protein with a molecular weight of 40 - 42 kda .
a 37 - 40 kda protein located in merozoite rhoptries .
a high molecular weight protein expressed in rhoptries .
a 110 - kda rhoptry protein secreted from the organelle into the erythrocyte membrane .
a 60 kda protein anchored to merozoite membrane via its gpi tail .
a 155 kda protein expressed on the surface of ring infected red blood cell .
a protein synthesized during early ring stages and transported to infected red blood cells membrane surface during the trophozoite stage .
a conserved protein 85 to 105 kda expressed during the middle and late stages of the malarial parasite asexual cycle .
a secreted soluble protein present in parasite cytoplasm .
a 29 kda protein located in maurer's clefts .
a knob - associated cytoadherent protein .
a 325 kda protein expressed in the apical pole of the merozoite .
a 330 kda protein expressed in the apical pole of the merozoite .
a 235kda rhoptry protein .
a plasmodium vivax protein which binds to duffy blood group antigen .
a putative secreted protein conserved across the plasmodium species characterized by a macpf - like domain .
a putative secreted protein conserved across the plasmodium species characterized by a macpf - like domain .
a putative secreted protein conserved across the plasmodium species characterized by a macpf - like domain .
a putative secreted protein conserved across the plasmodium species characterized by a macpf - like domain .
two plasmodium falciparum merozoite proteins binding to erythrocyte band 3 form a direct complex .
a major membrane protein attached to the merozoite surface through a gpi anchor .
a 48 kda protein derived from a variable higher molecular weight precursor protein and undergoes proteolytic processing in the parasitoforous vacuole before secreted on the merozoite surface .
a major membrane protein attached to the merozoite surface through a gpi anchor .
a major membrane protein attached to the merozoite surface through a gpi anchor .
a major membrane protein attached to the merozoite surface through a gpi anchor .
a major membrane protein attached to the merozoite surface through a gpi anchor .
a 69 .4 kda intracellular membrane protein that is transcribed and translated in the ring stage localized to the parasite plasma membrane and it is absent from the surface of merozoites .
a 191 kda protein located on merozoite surface and on infected red blood cells within the parasitoforous vacuole .
a 61 .2 kda protein anchored to the merozoite membrane via gpi .
a putative secreted protein conserved across the plasmodium species characterized by a macpf - like domain .
a secreted protein expressed in the salivary glands of anopheles gambiae .
glycophorin a is a sialoglycoprotein isolated from human erythrocyte membranes which seems to exist as stable dimeric complexes in the presence of sodium dodecyl sulfate .
a protein expressed in the membrane of erythrocytes .
a 352 amino acid protein with a putative signal sequence ,  transmembrane domain and thrombospondin structural homology repeat .
a 130 - kda rhoptry protein secreted from the organelle into the erythrocyte membrane .
a major component of red blood cell's cytoskeleton .
a rhoptry protein located in the merozoite apical extreme .
a rhoptry protein located in the merozoite apical extreme .
a rhoptry protein located in the merozoite apical extreme .
a rhoptry protein located in the merozoite apical extreme .
actin is a globular ,  roughly 42 - kda highly conserved protein found in almost all eukaryotic cells .
a membrane protein identified as the target of spectrin a cytoskeletal protein .
a protein expressed in erythrocytes .
it is a membrane glycoprotein found on various cell types like human erythrocytes ,  monocytes ,  polymorphonuclear leukocytes ,  and b cells .
a 35 to 43 kda protein found in erythrocytes .
a role borne by a site which provides habitat for anopheline larvae and on which a female mosquito lays its eggs .
a larger collection of non - salty water ,  natural  ( e .g .
smaller rain - filled depressions .
non - salty water that flaws naturally  ( e .g .
a transient accumulation of rain water in a depression on a field .
a water pool in stream that has either permanently or temporally lost its water .
a depression made by an animal hoof while the soil was wet and later dried and filled with rain water .
a rain water - filled track of a tyre left in mud and later dried .
a coastel marsh  ( low poorly drained land )  with brackish water .
a pond filled with brackish water .
a coastal region saturated with brackish water .
a swamp whose water content depends on the tides .
any small collection of brackish water .
a depression in a rock in which water could accumulate .
a natural cavity in a tree .
the angle between the upper side of the stem and a leaf ,  branch ,  or petiole .
an epiphytic plant in which water accumulates .
any kind of container that has been discarded in the environment by man .
a small hole in the soil used as a habitat by crabs .
a crack in dried mud .
any kind of natural container that has been discarded in the environment by man ,  such as a coconut husk .
any kind of artificial container that has been discarded in the environment by man ,  such as a tin ,  a bottle or a used tyre .
fresh water running in a small stream with vegetation .
fresh water running in a small stream over gravel or similar material .
fresh water running slowly in a man - made canal .
fresh water running slowly in a man - made ditch .
fresh water running in a small stream in a forest .
fresh water running in a small natural stream in a plantation .
a marsh ,  or morass ,  is a type of wetland which is subject to frequent or continuous flood .
the part of a larger lake that resembles a marsh .
a pond is an inland body of standing water ,  either natural or man - made ,  that is smaller than a lake .
a small ,  deep body of water .
an area where material  ( usually soil ,  gravel or sand )  has been dug for use at another location .
a man - made canal in which water is stagnant due to the lack of natural flow .
a man - made ditch in which water is stagnant due to the lack of natural flow .
a pool close to ,  and fed by a spring .
an area in which water flows through pores and accumulates .
standing water in a plantation ,  coming from irrigation .
an uncovered artificial excavation ,  hole or structure for the purpose of withdrawing water .
a swamp in a forest .
any primate that is not a prosimian  ( lemurs and tarsiers )  or an ape .
an ape is any member of the hominoidea superfamily of primates .
a taxon comprising two species of apes .
any primate species of the genus gorilla .
any of the two ape species of the genus pongo .
a chimp species found in the forests of the rdc .
a chimp species found in west and central africa .
a south east asia macaque parasite .
a parasite causing malaria to monkeys and also found to be causing malaria naturally to humans in se asia .
an african rodent parasite ,  often used as a model .
a southe east asian parasite ,  often used as a model .
an african rodent parasite ,  often used as a model .
a protein composed of four globin chains and heme that gives red blood cells their characteristic color ;  its function is primarily to transport oxygen .
a protein that is naturally found in humans .
the haemoglobin that is comprised of two alpha and two beta chains encoded by the corresponding wild type genes .
any haemoglobin that is comprised of at least one chain encoded by a corresponding non - wild type gene .
a variant haemoglobin with a substitution of a valine for glutamine at position 57 in the beta chain .
a commonest variant haemoglobin in the world with a substitution of a lysine for glutamine at position 26 in the beta chain .
a variant haemoglobin with a substitution of a glutamate for lysine at position 6 in the beta chain .
any variant haemoglobin with an aminoacid substitution in either alpha or beta chain leading to the disease thalassaemia when in homozygous state .
the first enzyme of the hexose monophosphate shunt whose deficiency leads ,  among others ,  to innate resistance to malaria .
a realizable dependent continuant that inheres in substances .
any condition of the human malaria host that is often the result of a disease .
prevalence over a stated time period independent of whether the disease resulted from a new infection or not .
a case of malaria in or near an airport in a non - malarious area transmitted by a mosquito imported by plane from an endemic region .
malaria cases resulting from the transfusion of blood taken from an infected individual .
a given population of disease vectors in a specific area .
the first developmental stage that immediately follows fertilization of the egg .
the second developmental stage ,  immediately following the embryo stage upon moulting .
the developmental stage following the first instar larval stage .
the developmental stage following the third instar larval stage .
the last developmental stage before sclerotization and formation of the pupa .
the stage during which the larva transforms into an adult .
the winged and last stage of development .
a population is a collection of individuals from the same taxonomic class living ,  counted or sampled at a particular site or in a particular area .
a population of human beings .
a human organism that is protected against infectious disease by either specific or non - specific mechanisms .
a human organism that is not protected against infectious disease by either specific or non - specific mechanisms .
one of three distinctive clinical syndromes in cases of p . falciparum malaria that are delineated by a series of criteria that have been put forward by the who .
one of three distinctive clinical syndromes in cases of p . falciparum malaria that are delineated by a series of criteria that have been put forward by the who .
any variant haemoglobin with an aminoacid substitution in the alpha chain leading to the disease alpha thalassaemia when in homozygous state .
any variant haemoglobin with an aminoacid substitution in the beta chain leading to the disease beta thalassaemia when in homozygous state .
a given population of malaria vectors in a specific area .
a protozoan species found in new world monkeys of the family cebidae in northern south america and panama ,  which can cause mild malaria in humans .
a malarial parasite of old world monkeys that occurs in isolated pockets throughout the celebes ,  indonesia ,  malaysia ,  and the philippines .
a parasite causing malaria to chimpazees and gorillas .
a parasite causing malaria infections in saimiri boliviensis boliviensis monkeys .
a malaria parasite naturally infecting rodents .
a malaria parasite naturally infecting birds .
a malaria parasite naturally infecting monkeys .
a subgenus of plasmodium .
an african rodent parasite ,  often used as a model .
an organsim that taxonomically belongs to the nematodes or roundworms  ( phylum nematoda )  ,  one of the most common phyla of animals ,  with over 80 , 000 different described species of which over 15 , 000 are parasitic .
a nematode living in slow - moving freshwater ,  whose larval stages parasitize mosquito larvae .
a fish is any aquatic vertebrate animal that is typically ectothermic  ( or cold - blooded )  ,  covered with scales ,  and equipped with two sets of paired fins and several unpaired fins .
the mosquitofish  ( gambusia affinis )  is a species of freshwater fish ,  also commonly known simply by its generic name ,  gambusia ,  although such usage is ambiguous .
any organsim that parasitizes mosquitoes .
a fish that feeds on mosquito larvae .
annual fishes are species that belong to the family cyprinodontidae and which complete their life cycles within a year ,  their eggs requiring a dry period to develop fully .
an larvivorous annual fish .
an larvivorous annual fish .
the events occurring 2 to 3 days before the first malarial paroxysm during which the patient experiences mild symptoms that include malaise ,  fatigue ,  lassitude ,  a desire to stretch the limbs ,  headache ,  dizziness ,  pain in different areas of the body ,  anorexia ,  nausea and slight fever .
a general therapeutic procedure applied for malaria .
the use of defined chemical agents to treat or control disease .
a role borne by an antiparasitic chemical compound  in virtue of the fact that is has antiparasitic disposition and it is applied to an anatomical entity of a living organism to provide prophylaxis from malaria .
a parasite causing malaria .
an inherited condition that results in a deficiency in glucose - 6 - phosphate dehydrogenase .
ovalocytosis is an inherited condition in which a person's red blood cells ,  which are supposed to be round ,  instead have a slightly oval or elliptical shape .
a coma persisting for at least 30 minutes after a convulsion .
the fact that an endophilic species rests inside the house after the meal .
the fact that an exophilic species will never go indoors .
the fact that an endophilic species will go outdoors for resting after the meal .
the ability of a vector to acquire a pathogen and to successfully transmit it to another susceptible host .
protein molecules are cleaved into large peptides by proteinases  ( also called endopeptidases )  .
the hydrolysis of peptide bonds by a class of peptidases which are characterised by the presence of a serine residue in the active center of the enzyme .
the cleavage of the lipids that are contained in mosquitoes' meal by enzymes ,  such as carboxylesterases ,  acetylesterases ,  arylesterases ,  that are present in the midgut of adult female mosquitoes .
the cleavage of glycosidic linkages by specific enzymes ,  carbohydrases .
the large peptides are progressively shortened by peptidases  ( more specifically called exopeptidases )  .
the sequence of events that begins with the response of one individual to another of opposite sex and ends with insemination and parting .
the fiat process part occuring in a malaria host .
the nervous arcs through which co - ordination is effected lie in the thoracic ganglia .
two modes of feeding have been distinguished in male mosquitoes and one additional mode in females: water ingestion ,  nectar feeding and ,  for females only ,  blood feeding .
a small volume of water is imbibed and passed into the midgut .
the first phase of the blood feeding ;  from time of alighting on the host to the time the stylets start to penetrate the skin .
the phase of the blood feeding from first penetration of the skin to the first appearance of blood in the fascicle and cessation of palpal vibrations .
the phase of the blood feeding from first appearance of blood in the fascicle to the start of withdrawal .
the phase of the blood feeding from first straightening of the forelegs to complete removal of the stylets from the skin .
a meal acquired from two or more hosts ,  which may have been of the same species  ( single - species mixed meal )  or different species  ( multi - species mixed meal )  .
a blood meal resulting from a single feed .
a second ,  third or yet further blood meal acquired in a single gonotrophic cycle through supplementary feeding .
during a single gonotrophic cycle ,  the female takes more than one blood meal .
acquisition of a blood meal in two or more parts ,  the mosquito having left its host while only partly fed ,  due to disturbance ,  and having resumed feeding soon afterwards on the same or another host .
acquisition of additional blood meals after the first during a single gonotrophic cycle ,  independently of interruption due to disturbance ,  the feedings being separated by intervals of several hours to a day or more .
the control of feeding and distribution of food within the gut by integrated responses of the peripheral sensilla ,  central nervous system and ,  probably ,  the stomatogastric system .
the regulation of the sugar intake in mosquitoes using chemosensilla and sugar receptors .
when mosquitoes drink ,  two control processes are involved: one regulates the destination of the fluid the other regulates the volume that is imbibed .
female mosquitoes gorge on blood when it is applied by capillary tube to the unsheathed fascicle or offered through an artificial membrane .
the sequence of behaviour patterns exhibited by mosquitoes responding to hosts over a distance .
activation is the first response to host cues ;  it is the initial response in a sequence of behaviours that ends with arrival at the host .
the navigation of the mosquitoes towards potential hosts through their responses to a variety of cues emanating from them .
the resting of females in their host's proximity after they had approached them and before making a final approach and feeding .
the final stage of host finding ;  it comprises four steps .
the first step of short - range approach ,  alighting and exploration ;  from the perception of cues by the mosquito to the approach of the host .
the second step of the short - range approach ,  alighting and exploration .
in this step the mosquito walks over the body ,  rapidly tapping the surface with its labella ,  and it may fly from one body region to another in order to find a region of vascularized skin into which it can drive its stylets .
the digestion of blood and nectar .
the regulation of enzyme synthesis by the presence of blood in the midgut or not .
for the female: digestion of blood proteins yields amino acids which are reconstituted in the mosquito's fat body as proteinaceous yolk .
the formation of a membrane which is deposited around the ingested blood mass .
the formation of vitellogenin in the fat body .
the act of sexual intercourse ,  during which the genitalia are engaged and the aedeagus inserted ,  and semen is passed to the female .
developing oocytes accumulate proteinaceous yolk by internalizing large amounts of circulating vitellogenin .
the process occurring when a male first responds to a female ,  seizing her and establishing genital contact .
the rapid production of urine containing principally water and salts .
the release of the unmodified secretion of the malpighiann tubules .
the tubular fluid is expelled as urine .
the tubular fluid enters the pylorus from where some may be move forwards for resorption in the midgut .
the portion of the tubular fluid that is not absorbed in the hindgut and is moved posteriorly to the rectum where it is modified producing urine .
during the first day after feeding ,  deamination of amino acids produces excess nitrogen which is voided in the form of low molecular weight nitrogenous metabolites .
during a single gonotrophic cycle ,  the female takes only one blood meal .
the fluid intake due to the activity of the cibarial and pharyngeal pumps .
the separation of the labellar lobes following stimulation by sugar of sensilla on the outer surface of the labella .
the searching movements made with the proboscis when the tarsi are stimulated by sugar .
the union of male and female gametes and formation of a zygote in anopheline vectors .
the major pathway by which carbohydrates are degraded in insects for energy release .
the energy contained within fatty acid molecules is made available by b - oxidation of the fatty acid .
the steps of a second ,  third or yet further meal acquired in a single gonotrophic cycle .
the feeding on sugar .
the process of energy absorption from a physical stimulus by a sensillum and its transmission to sensory neurons .
behaviour displayed by mosquitoes that feed on a few host species only ,  while in habitats in which a wide range of potential hosts is present .
in both culicines and anophelines ,  peritrophic membrane that is secreted in the enterior midgut slowly retracts and twists ,  forming a plug between the anterior medgut and stomach .
a change in state or activity of a cell or an organism  ( in terms of movement ,  secretion ,  enzyme production ,  gene expression ,  etc . ) 
all midgut columnal cells secrete the substance of the membrane which is deposited around the ingested blood mass .
the membrane is secreted by a narrow band of cells at the anterior end of the mindgut and is formed as a continuous tube .
is the feeding mode most common used by mosquito larvae .
immediately after feeding the midgut is hugely distended and for the next hour it is engaged in diuresis .
a few hours after the distention of mindgut a phase of organelle synthesis occurs when additional ribosomes and endoplasmic reticulum are synthesized and organized .
after the organelle synthesis it follows a phase of production of digestive enzymes and absorption of the products of digestion .
the males of a number of diptera taxa aggregate in aerials swarms over conspicuous objects or 'swarm markers' .
males of a number of species of aedes and mansonia assemble around the warm - blooded hosts on which the females feed ,  and attempt to couple with virgin females that also respond to the host .
in a few species ,  sexually mature males aggregate at the emergence sites ,  congregating on or near the water surface .
the process of gathering at different sites as part of the mating process .
the chemical stimuli are organic and inorganic constituents of host odour .
the insect's natural habitat can evoke a response because of the produced visual images .
mosquitoes variably approach or avoid visible objects .
mosquitoes  ( night - flying )  may alter their flight paths when confronted with barriers ,  even when the barriers contain apertures large enough for their passage .
mosquitoes species differ in flight capacity ,  but to speak of an individual species flight range is incorrect because the distances are greatly affected by weather conditions  ( i .e .
is a persistent and straightened - out movement effected by the animal's own locomotory exertions or by its active embarkation on a vehicle such as wind .
continuous flight .
the steps needed for the intake of nectar and other plant sources .
feeding on nectar and other plant juices provides an immediate energy source and permits the formation of carbohydrate and lipid reserves .
feeding on sugar ,  and ,  for females ,  on blood ,  leads to accumulations of fat and glycogen .
three major processes are involved in the release of energy from sugars:  ( i )  glycolysis ,  which ends in the production of pyruvate ;   ( ii )  oxidation in the tricarboxylic acid  ( tca )  cycle ;  and  ( iii )  further oxidation in the respiratory chain  ( oxidative phosphorylation )  .
the carbohydrate and lipid reserves present in most mosquitoes at emergence are insufficient for more than a few days' life and ,  for all males and the females of many species ,  must be replenished by feeding on plant sugars .
the oogonia in the end chamber or germanium become differentiated into oocytes and nurse cells .
during mosquito embryogenesis pole cells form after cleavage energids have entered the posterior periplasm with its polar granules .
gravid females of culex quinquefasciatus and cx tarsalis oviposit preferentially on water where already egg rafts have been laid .
the period during which follicles separate from the germania ,  cell types become visibly distinct  ,  the oocytes become competent to incorporate vitellogenin ,  and a little growth occurs prior to entry into a resting stage .
the few hours immediately after a blood meal when follicle growth recommences ,  with the formation of additional microvilli and coated pits ,  and vitellogenin synthesis starts .
the main period of vitellogenin synthesis and incorporation with rapid oocyte growth ,  ending with the cessation of vitellogenin synthesis and formation of an intact endochorionic layer between oocyte and epithelial cells .
when the oocyte assumes its mature form and becomes surrounded by an unhardened chorion .
histochemical studies combined with the use of radioactive tracers and electron microscopy have largely confirmed that there is active synthesis and emission of rna from the nucleus ,  and thence from the nucleus of the oocyte to the cytoplasm .
the process of the four developmental phases ,  from the primary follicles to the mature form of the oocyte .
the chorion is the part of the egg shell that is secreted before oviposition by the follicular epithelium ,  a maternal tissue .
secretion occurs in two phases and results in formation of the two layers of the chorion ,  the endochorion and exochorion .
at oviposition the eggs are soft and white but within an hour the chorion begins to darken and harden .
flying in the absense of resource cues .
mosquitoes can be activated by host cues at any time .
if the stimulus is sight of a moving host ,  the activated mosquito ,  may fly directly to the host .
if the stimulus is olfactory but there is no air movement ,  as can happen in the laboratory the response is kinetic ,  i .e an increase in flight speed or frequency of turning .
known kairomones include carbon dioxide ,  octenol ,  lactic acid and water vapour .
aliphatic acids and other unidentified products of the skin surface serve as kairomones .
mosquitoes can detect heat transfer from vertebrate hosts over short distances ,  and the manner of heat transfer to which they respond is the subject of the section .
the role of vision in host finding may differ between day -  and night -  flying species .
mosquitos have the ability to apprehend certain volatile host emanations in the air .
those processes are specifically unique to the functioning of intergrated living units: cells ,  tissues ,  organs ,  organisms .
the muscles of insects fall into two groups ;  the skeletal muscle forming bands across the articulations of the body wall ,  which serve to move one segment on another ,  and the visceral muscles which invest the internal organs .
the insect rests during walking on a supporting triangle ,  formed by the anterior and posterior limb on one side and the middle limb on the other ,  while it carries forward the other three legs .
the nervous arcs through which co - ordination is effected lie in the thoracic ganglia .
in order to dive ,  a pupa must partialy strenghthen the abdomen an simultaneously make a backward movementof the trumpet which breaks a its contact with the surface .
only the paddles ,  powered by the abdominal muscles ,  function as propulsive organs .
some larvae walk by means of their thoracic legs in the same manner as adult forms ;  but they are often aided by provisional modifications of the abdomen .
larvae use their abdominal muscles to cause a lateral flexure of the abdomen .
the movement of adult mosquitoes in the air currents .
the lower diptera  ( tipulids )  have long thin abdomens and long legs which probably ensure their stabilityduring flight .
the period between stimulus and contraction .
the precise modulations of contractions of the individual muscles .
the part of the peripheral nervous system that acts as a control system ,  maintaining homeostasis in the body .
arises during embryonic development by an ingrowth from the dorsal wall of the stomodaeum which later requires connexion with the brain .
innervates the sexual organs and the posterior segments of the gut is composed of nerves arising from the composite terminal ganglion of the abdomen .
the endocrine system is an integrated system of small organs that involve the release of extracellular signaling molecules known as hormones .
the sense by which the qualities of an object  ( as color ,  luminosity ,  shape ,  and size )  constituting its appearance are perceived through a process in which light rays entering the eye are transformed by the retina into electrical signals that are transmitted to the brain via the optic nerve .
behaviour displayed by mosquitoes that feed on wider range of hosts ,  while in habitats in which a wide range of potential hosts is present .
the waves of air pressure which we recognize as sounds may be perceived by insects by two quite different mechanism .
the perception of the qualities of sweet ,  sour ,  salt and bitter .
the sense of smell in insects is located chiefly in the antennae .
the process of any action or reaction of a vector organism in response to external or internal stimuli .
it is found that the behavioural activities of adult mosquitoes take place at particular times of day and night ,  which vary between species and the timing is controlled by endogeous or so - called circadian rythms ,  which are reset daily by the change from light to dark at sunset .
the analysis of the movements of the mosquito's larva into a series of reflexes or observed correlations between stimulus and response .
the analysis of the movements of the mosquito's pupa into a series of reflexes or observed correlations between stimulus and response .
any behavioral process during the adult stage of a vector organism .
the circulation of the blood is maintained by a system of muscular pumps and fibro - muscular septa .
oragnic material of almost every kind in nature serve as food for insects .
the process of taking a substance into the body through the mouth .
the process with which oxygen is conveyed from the atmosphere to the tissues ,  and how the carbon dioxide resulting from oxidation in the tissues is eliminated .
the intake of oxygen in the adult mosquito .
larvae use an open respiratory system which impose limitations to the requirement for access to atmospheric oxygen .
the 1st abdominal spiracles open into the ventral air space ,  which is enclosed by the pupal mouthparts ,  wings and legs and which functions in pupal buoyancy .
the processes that rid the adult mosquito body of unwanted substances and ensure homeostasis of the hemolymph under conditions of water and salt loading .
the secretion and regulation of inorganic ions in larvae .
all the chemical changes which the constituents of the vector undergo .
changes in chemical composition of the body .
fat is the chief form in which energy is stored .
sugar in the blood and tissues is probably the most readily available source of energy .
proteins provide the chief structural elements of the muscles ,  glands and other tissues .
the rate at which processes of oxidation take place in the living body ,  varies within wide limits .
the hormonal involvement in the regulation of enzyme synthesis .
energy metabolism starts when an insect ingests food ,  which supplies the fuel from which the chemical energy is liberated .
primarily a mechanism of growth ,  conditioned by the properties of the cuticle .
little is known of the structure of mosquito larval cuticle other than that the abdomen it consists of a two - layered corrugated epicuticle ,  a then exocuticle and an endocuticle of some five lamellae .
three hours after larval - pupal ecdysis the epicuticle darkens .
formation of pharate cuticle starts during the later stages of dissolution of the pupal cuticle .
fifteen hours after larval - pupal ecdysis ,  apolysis starts .
the hormone from the neurosecretory cells of the brain activates the thoracic glands and causes them to secrete the moulting hormone .
during moulting ,  even when unaccompanied by any striking change of form ,  there is much reconstruction in the epidermis .
a condition in which growth or development is suspended and physiological activity is diminished .
during the first or second day after emergence ,  a mosquito undergoes behavioural maturation when ,  due to the action of hormones and other substances that act on the nervous system ,  it becomes competent in sexual behaviour .
male mosquitos become sexually responsive to flying conspecific females 12 - 36h after emergence ,  by which time their terminalia have inverted and their antennal fibrilae have become either permanenrly erect or capable of temporary erection .
observations of the coupling of force - mated or tethered females suggested that refractoriness is expressed through altered responses of the female terminalia to genital contact .
is a form of foraging ,  and it includes responses to the environment at three hierarchical levels: the habitat ,  the patch or biotope ,  and the resource item .
the pupae of almost all holometabolous insects are incapable of locomotion ;  instead the mosquito pupae swim and dive exceptionaly .
mosquito larvae have the usual internal organs of ion regulation and also they have four external balloon - like anal papillae ,  which are capable of ion uptake from very dilute solution .
the movements of the larvae that are oriented directly towards or directly away from stimuli .
unoriented movements made in response to particular stimuli .
the characteristic food resource of mosquito larvae is 'particular matter' .
larvae groom themselves by working their mouthparts over accessible parts of the body surface .
adult mosquitos have two accurate and sensitive compound eyes .
simple structures which differ from the ocelli or single - lens eyes present in the adults of most orders and in the larvae of most non - holometabolous orders of insects .
both sexes require plant juices as an energy source .
the uptake of food ranging from small particles to live invertebrates .
a mode of feeding by females ,  in which the fascicle is deployed beyond the labella to penetrate the skin of the host ,  and a large volume of blood is imbibed and passed into the midgut .
is the removal of particles suspended in the water column or associated with the water surface .
is the removal and ingestion of the biofilm that abheres tightly to submerged plant and mineral surfaces ,  and also of the algae and stalked protists that adhere directly to such surfaces .
the gnawing and biting - off of small fragments of tissue ,  whether from plantsor dead invertebrates .
is the resuspension and removal of particles deposited on or loosely attached to surfaces .
some mosquito larvae seize and engulf other insects ,  and often of their own size .
mosquito larvae imbibe substantial volumes of water when feeding and also drink extensively in the absence of food .
declining flow rate of urine production .
very rapid flow in the first minutes after the blood meal .
when the flow rate is slightly above the control level .
mosquito larvae pass through four instars .
mosquito larvae pass through four instar .
the retraction of the epidermis from the cuticle .
the final stage of moulting .
the ecdysis between any of the four larval instars .
the ecdysis between the larval and the pupal stage .
the emergence of the adult mosquito from the pupal cuticle .
the rudiments of some imaginal disks are present in newly hatched larvae and develop slowly during the larval stage ;  others appear as late as the 3rd instar .
the development and differentiation of the gonads and primary sexual characters .
the process whose specific outcome is the progression of the central nervous system over time ,  from its formation to the mature structure .
the development of the compound eyes proceeds in a sequence of events  -  first determination and cellular proliferation ,  then differentiation  -  which pass as waves across a region of the head epidermis ,  the 'prospective eye field' ,  that will transform into the compound eye .
at metamorphosis some of the tissues that have endopolyploid nuclei undergo somatic reduction and cell divistion to yield a large number of small ,  apparently de - differentiated cells which are competent to form adult tissues .
they are sensitive to olfactory stimuli and occur abundantly on the antennal flagella .
when these sensilla are exposed to stimulating vapours ,  the excited neurones gave a phasic - tonic response .
these sensilla are stimulated by saturated c3 to c7 fatty acids at unspesific dosage rates .
these seensilla were perdominantly stimulated by c2 to c10 saturated straight - chain fatty acids .
these sensilla give mixed responses to fatty acids and volatile oils .
the pegs ,  which arise from shallow depressions in the integument ,  are usually club - shaped but sometimes finger shaped .
electrophysiological studies with extracellular electrodes  ( on female aedes aegypti )  showed that the neurone producing the largest action potentials was the only one sensitive to carbon dioxide .
the neuron with the smallest spike height is sensitive to octenol .
the grooved peg sensilla of aedes aegypti contain from two to five neurones ,  usually three .
when exposed to lactic acid vapour ,  the grooved peg sensilla of aedes aegypti exhibited one of three firing patterns:  ( i )  a phasic - tonic increase in spike frequency ;   ( ii )  a tonic decrease in the frequency of spontaneous spikes ;  or  ( iii )  no change in spike frequency .
electrophysiological evidence from different insects suggests that hygrosensory neurons occur in poreless sensilla .
the reception of the physical stimuli is typically a three - stage process of coupling ,  transduction and encoding .
mechanical deformation of the dendritic membrane ,  producing receptor potentials .
a processual entity  [ span:processualentity ]  that is part of a process but that does not have bona fide beginnings and endings corresponding to real discontinuities .
is the conversion of receptor potentials to action potentials ,  which are beleived to arise in the cell membrane of the sensory neurone close to the junction between the cell body and axon .
conjugated proteins which are integral constituents of the membranes of photoreceptor organelles .
when the chromophore is in the 11 - cis configuration ,  the principal absorption peak of different visual pigments may appear anywhere in the spectrum between ultraviolet and yellow .
when the chromophore is in the all - trans configuration ,  and the visual pigment is in the meta - state , the absorption peak appears within a much narrower range ,  usually in the blue but in higher diptera in the orange .
